cod_proced,cod_cbo,natureza,especialidade,nivel_atencao
0202020495,225270,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202031110,221105,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202031110,223415,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202020541,223415,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202031128,223415,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202031136,223415,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202120090,223415,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0202031179,221105,Exame Laboratorial,Laboratório Clínico,APOIO_DIAGNOSTICO
0701050020,223505,Materiais e OPMEs,,CONTEXTUAL
0701050047,223505,Materiais e OPMEs,,CONTEXTUAL
0301100020,322230,Procedimento,Enfermagem,APS
0301100012,322205,Procedimento,Enfermagem,ESPECIALIZADA
0301100012,322230,Procedimento,Enfermagem,ESPECIALIZADA
0301100039,322230,Procedimento,Enfermagem,CONTEXTUAL
0301030073,322205,Procedimento,Enfermagem,CONTEXTUAL
0301030073,322230,Procedimento,Enfermagem,CONTEXTUAL
0301100047,322230,Procedimento,Enfermagem,CONTEXTUAL
0201020041,225225,Procedimento,Enfermagem,CONTEXTUAL
0201020041,322205,Procedimento,Enfermagem,CONTEXTUAL
0201020041,322230,Procedimento,Enfermagem,CONTEXTUAL
0201020050,322230,Procedimento,Enfermagem,CONTEXTUAL
0401010023,322230,Procedimento,Enfermagem,CONTEXTUAL
0301100284,322205,Procedimento,Enfermagem,CONTEXTUAL
0301100284,322230,Procedimento,Enfermagem,CONTEXTUAL
0301100101,322205,Procedimento,Enfermagem,CONTEXTUAL
0301100101,322230,Procedimento,Enfermagem,CONTEXTUAL
0301100152,322230,Procedimento,Enfermagem,CONTEXTUAL
0301100152,322205,Procedimento,Enfermagem,CONTEXTUAL
0301100187,322230,Procedimento,Enfermagem,CONTEXTUAL
0309050022,223288,Procedimento,Saúde Mental / CAPS,CONTEXTUAL
0309050030,223288,Procedimento,Saúde Mental / CAPS,CONTEXTUAL
0202090027,225125,Procedimento,Clínica Médica,CONTEXTUAL
0202090027,225225,Procedimento,Clínica Médica,CONTEXTUAL
0417010052,225125,Procedimento,Clínica Médica,CONTEXTUAL
0309030013,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100047,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100055,225125,Procedimento,Clínica Médica,CONTEXTUAL
0209010029,225310,Procedimento,Clínica Médica,CONTEXTUAL
0401010023,225125,Procedimento,Clínica Médica,CONTEXTUAL
0401010015,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100284,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100284,225225,Procedimento,Clínica Médica,CONTEXTUAL
0415040043,225125,Procedimento,Clínica Médica,CONTEXTUAL
0401010031,225125,Procedimento,Clínica Médica,CONTEXTUAL
0404010075,225125,Procedimento,Clínica Médica,CONTEXTUAL
0409070122,225125,Procedimento,Clínica Médica,CONTEXTUAL
0412030020,225125,Procedimento,Clínica Médica,CONTEXTUAL
0209010037,225310,Procedimento,Clínica Médica,CONTEXTUAL
0401010058,225125,Procedimento,Clínica Médica,CONTEXTUAL
0401010058,225225,Procedimento,Clínica Médica,CONTEXTUAL
0401010066,225125,Procedimento,Clínica Médica,CONTEXTUAL
0401010074,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100101,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100101,225225,Procedimento,Clínica Médica,CONTEXTUAL
0401010104,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090030,225125,Procedimento,Clínica Médica,CONTEXTUAL
0404010156,225125,Procedimento,Clínica Médica,CONTEXTUAL
0301100128,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303140011,225125,Procedimento,Clínica Médica,CONTEXTUAL
0407040196,225125,Procedimento,Clínica Médica,CONTEXTUAL
0409010359,225125,Procedimento,Clínica Médica,CONTEXTUAL
0409010359,225225,Procedimento,Clínica Médica,CONTEXTUAL
0201010631,225250,Procedimento,Clínica Médica,CONTEXTUAL
0201010640,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408020172,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408020202,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050225,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050241,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050250,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408020164,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050217,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408020245,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050292,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408020229,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050268,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408010134,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408010126,225125,Procedimento,Clínica Médica,CONTEXTUAL
0408050195,225125,Procedimento,Clínica Médica,CONTEXTUAL
0404010270,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303070030,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303070030,225150,Procedimento,Clínica Médica,CONTEXTUAL
0303070030,225225,Procedimento,Clínica Médica,CONTEXTUAL
0303070030,225250,Procedimento,Clínica Médica,CONTEXTUAL
0303070030,225270,Procedimento,Clínica Médica,CONTEXTUAL
0404010300,225125,Procedimento,Clínica Médica,CONTEXTUAL
0404010318,225125,Procedimento,Clínica Médica,CONTEXTUAL
0401010112,225125,Procedimento,Clínica Médica,CONTEXTUAL
0407010254,225310,Procedimento,Clínica Médica,CONTEXTUAL
0301100152,225225,Procedimento,Clínica Médica,CONTEXTUAL
0301100152,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090073,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090090,225125,Procedimento,Clínica Médica,CONTEXTUAL
0404010342,225125,Procedimento,Clínica Médica,CONTEXTUAL
0306020068,225125,Procedimento,Clínica Médica,CONTEXTUAL
0306020068,225150,Procedimento,Clínica Médica,CONTEXTUAL
0306020068,225225,Procedimento,Clínica Médica,CONTEXTUAL
0306020076,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090200,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090162,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090260,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090286,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090120,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090154,225125,Procedimento,Clínica Médica,CONTEXTUAL
0303090227,225125,Procedimento,Clínica Médica,CONTEXTUAL
0417010052,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0409070122,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0401010058,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0401010074,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0409070173,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0401010104,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0408020202,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0401010112,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0301100152,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0306020068,225250,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0303090014,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010015,225270,Procedimento,Ortopedia,CONTEXTUAL
0301100284,225270,Procedimento,Ortopedia,CONTEXTUAL
0415040043,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010031,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010058,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010066,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010074,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010104,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090030,225270,Procedimento,Ortopedia,CONTEXTUAL
0409010359,225270,Procedimento,Ortopedia,CONTEXTUAL
0201010640,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020202,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050225,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020199,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050209,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050250,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020164,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020172,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020180,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020217,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050217,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050276,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020245,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050292,225270,Procedimento,Ortopedia,CONTEXTUAL
0408020229,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050268,225270,Procedimento,Ortopedia,CONTEXTUAL
0408010134,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050241,225270,Procedimento,Ortopedia,CONTEXTUAL
0408010126,225270,Procedimento,Ortopedia,CONTEXTUAL
0408050195,225270,Procedimento,Ortopedia,CONTEXTUAL
0401010112,225270,Procedimento,Ortopedia,CONTEXTUAL
0408060352,225270,Procedimento,Ortopedia,CONTEXTUAL
0301100152,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090081,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090111,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090073,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090090,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090219,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090200,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090162,225270,Procedimento,Ortopedia,CONTEXTUAL
0408060654,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090260,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090286,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090235,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090120,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090146,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090154,225270,Procedimento,Ortopedia,CONTEXTUAL
0303090227,225270,Procedimento,Ortopedia,CONTEXTUAL
0202090027,225124,Procedimento,Pediatria,CONTEXTUAL
0417010052,225124,Procedimento,Pediatria,CONTEXTUAL
0413010023,225124,Procedimento,Pediatria,URGENCIA
0301100047,225124,Procedimento,Pediatria,CONTEXTUAL
0401010023,225124,Procedimento,Pediatria,CONTEXTUAL
0401010015,225124,Procedimento,Pediatria,CONTEXTUAL
0401010031,225124,Procedimento,Pediatria,CONTEXTUAL
0404010075,225124,Procedimento,Pediatria,CONTEXTUAL
0209010037,225124,Procedimento,Pediatria,CONTEXTUAL
0401010058,225124,Procedimento,Pediatria,CONTEXTUAL
0401010066,225124,Procedimento,Pediatria,CONTEXTUAL
0401010074,225124,Procedimento,Pediatria,CONTEXTUAL
0301100101,225124,Procedimento,Pediatria,CONTEXTUAL
0401010104,225124,Procedimento,Pediatria,CONTEXTUAL
0301100128,225124,Procedimento,Pediatria,CONTEXTUAL
0303140011,225124,Procedimento,Pediatria,CONTEXTUAL
0409010359,225124,Procedimento,Pediatria,CONTEXTUAL
0408020202,225124,Procedimento,Pediatria,CONTEXTUAL
0408050225,225124,Procedimento,Pediatria,CONTEXTUAL
0408020172,225124,Procedimento,Pediatria,CONTEXTUAL
0408050250,225124,Procedimento,Pediatria,CONTEXTUAL
0408020164,225124,Procedimento,Pediatria,CONTEXTUAL
0408050217,225124,Procedimento,Pediatria,CONTEXTUAL
0408020245,225124,Procedimento,Pediatria,CONTEXTUAL
0408050292,225124,Procedimento,Pediatria,CONTEXTUAL
0408020229,225124,Procedimento,Pediatria,CONTEXTUAL
0408050268,225124,Procedimento,Pediatria,CONTEXTUAL
0408010126,225124,Procedimento,Pediatria,CONTEXTUAL
0408050195,225124,Procedimento,Pediatria,CONTEXTUAL
0404010270,225124,Procedimento,Pediatria,CONTEXTUAL
0303070030,225124,Procedimento,Pediatria,CONTEXTUAL
0404010300,225124,Procedimento,Pediatria,CONTEXTUAL
0303070048,225124,Procedimento,Pediatria,CONTEXTUAL
0404010318,225124,Procedimento,Pediatria,CONTEXTUAL
0401010112,225124,Procedimento,Pediatria,CONTEXTUAL
0301100152,225124,Procedimento,Pediatria,CONTEXTUAL
0303090073,225124,Procedimento,Pediatria,CONTEXTUAL
0303090090,225124,Procedimento,Pediatria,CONTEXTUAL
0404010342,225124,Procedimento,Pediatria,CONTEXTUAL
0303090120,225124,Procedimento,Pediatria,CONTEXTUAL
0303090219,225124,Procedimento,Pediatria,CONTEXTUAL
0303090200,225124,Procedimento,Pediatria,CONTEXTUAL
0303090162,225124,Procedimento,Pediatria,CONTEXTUAL
0303090260,225124,Procedimento,Pediatria,CONTEXTUAL
0303090286,225124,Procedimento,Pediatria,CONTEXTUAL
0303090154,225124,Procedimento,Pediatria,CONTEXTUAL
0303090227,225124,Procedimento,Pediatria,CONTEXTUAL
0301100012,223505,Procedimento,Enfermagem,ESPECIALIZADA
0301100241,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100039,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100047,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100055,223505,Procedimento,Enfermagem,CONTEXTUAL
0201020025,223505,Procedimento,Enfermagem,CONTEXTUAL
0201020041,223505,Procedimento,Enfermagem,CONTEXTUAL
0201020050,223505,Procedimento,Enfermagem,CONTEXTUAL
0401010015,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100284,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100098,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100101,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100152,223505,Procedimento,Enfermagem,CONTEXTUAL
0301100187,223505,Procedimento,Enfermagem,CONTEXTUAL
0306020068,223505,Procedimento,Enfermagem,CONTEXTUAL
0301070113,223810,Procedimento,Ginecologia e Obstetrícia,CONTEXTUAL
0803010125,225125,Procedimento,TFD,TFD
0803010109,225125,Procedimento,TFD,TFD
0102010064,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010196,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010242,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010056,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010501,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010072,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010277,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010455,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010390,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010480,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010536,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010633,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010161,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010170,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010145,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010315,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010560,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010579,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010285,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010463,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010404,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010528,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010153,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010200,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010498,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010188,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010269,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010323,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010293,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010471,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0102010234,352210,Procedimento,Vigilância Sanitária,VIGILANCIA
0414020073,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0414020219,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070099,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070099,223293,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070102,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070102,223293,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070129,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070129,223293,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070137,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0701070137,223293,Procedimento Odontológico,Odontologia,CONTEXTUAL
0414020278,223208,Procedimento Odontológico,Odontologia,CONTEXTUAL
0307020053,223212,Procedimento Odontológico,Odontologia,CONTEXTUAL
0214010015,225125,Testes Rápidos e POCT,,CONTEXTUAL
0214010015,225270,Testes Rápidos e POCT,,CONTEXTUAL
0214010015,322205,Testes Rápidos e POCT,,CONTEXTUAL
0214010015,322230,Testes Rápidos e POCT,,CONTEXTUAL
0214010015,223505,Testes Rápidos e POCT,,CONTEXTUAL
0214010015,324205,Testes Rápidos e POCT,,CONTEXTUAL
0214010058,221205,Testes Rápidos e POCT,,CONTEXTUAL
0214010058,223415,Testes Rápidos e POCT,,CONTEXTUAL
0214010058,223505,Testes Rápidos e POCT,,CONTEXTUAL
0214010058,225125,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,223505,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,225124,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,225125,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,225270,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,322205,Testes Rápidos e POCT,,CONTEXTUAL
0214010163,322230,Testes Rápidos e POCT,,CONTEXTUAL
0214010074,221205,Testes Rápidos e POCT,,CONTEXTUAL
0214010074,223415,Testes Rápidos e POCT,,CONTEXTUAL
0214010074,223505,Testes Rápidos e POCT,,CONTEXTUAL
